1564042462675|14|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564044988487|8|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 1
1564044989273|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564045010912|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 14
1564045057842|9|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 1
1564045058928|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564045061873|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 14
1564045068792|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = ?|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = 14
1564045072245|120|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = ?|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = 13
1564045082876|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = ?|UPDATE task_cron SET logic=1   WHERE  logic=0 AND task_id = 13
1564045122965|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_name LIKE ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_name LIKE '%task%'
1564047299612|8|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 1
1564047300794|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564047343088|15|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564060114601|259|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564060201071|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15211111111', 'dd7c188e7e533a35e2381d288d1e97ed70a7ccf9638ec0436660d22abeaaf0b7', 'cegjfebJFhjJddAi')
1564060201189|111|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '1111')
1564060201238|46|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060222891|5|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15212345678', '7314759b840610856b719a7e65aca0e2170d7e7ae3f8828031967d7be6c84a84', '278fJHd8dCG0G780')
1564060222906|14|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '5678')
1564060223138|42|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060294520|21|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564060299522|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15212345678', '4bb5681772ae3f3dd72ff73f6aa20033990e4d08f0d8a7aaa3896b5147e330fa', '6jH8j3ID6A518Hi9')
1564060299540|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '5678')
1564060299636|47|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060485341|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15212345678', '7ddf481fe059d8ad6898f69348f2cd86d701d732ead6c39853de573aa1cd2182', 'Ai0DdEj2beD10IC8')
1564060485343|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '5678')
1564060485417|73|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060513029|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15212345678', '1571a43ec5d87a7857d757edf7a2e142b001bac0f21f5321f59a4ff56ab2984e', '2BB957giJ0CiA12I')
1564060513032|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '5678')
1564060513113|80|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060586185|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15212345678', '0db25e30760dadd4b7b1a998bb858361fb8470dc599388d5938ce9e8cf903f45', '9F8Ega64BGfDh06d')
1564060586189|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '5678')
1564060586385|193|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060623914|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15256781234', 'dbdc90fbd701591645de6460620b2e3bd4f5809d70ec0448f527913ec7165173', '4ae81a7Gb47a9d9H')
1564060623916|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '1234')
1564060624111|194|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060704101|16|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564060740305|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15256781234', '3e21099b502b74e71e92cab002f03f99f029c377eec00800b207c088df536808', 'DGB0f8CGfcBchFE8')
1564060740323|15|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '1234')
1564060740423|44|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060748267|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15256781234', 'e92ed2142561d13a1c52ff97f3bca1396d158f46c786bc64b0a1bd40742bf876', 'f60F11d78450bBfc')
1564060748269|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(1, '', '1234')
1564060748442|173|rollback|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060916329|22|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564060920802|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user       (phone, password, salt) values (?, ?, ?)|insert into           user       (phone, password, salt) values ('15256781234', '56728315e2d232f7231fd48a6dfc7c3c2c8730a6587b2625dcb831ec4995b9d2', 'b36CiFG32DI9Dafc')
1564060920808|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|insert into           user_message       (id, email, nick_name) values(?, ?, ?)|insert into           user_message       (id, email, nick_name) values(5, '', '1234')
1564060921029|218|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564060998099|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  id,phone,password,salt,logic  FROM user   WHERE  logic=0 AND phone = ?|SELECT  id,phone,password,salt,logic  FROM user   WHERE  logic=0 AND phone = '15256781234'
1564060998241|126|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user       set password = ? where phone = ?|update           user       set password = '84f9f84b7c50378b90b22ff70be205de10a5306a0190b88877110e4cf9684424' where phone = '15256781234'
1564061002642|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  id,phone,password,salt,logic  FROM user   WHERE  logic=0 AND phone = ?|SELECT  id,phone,password,salt,logic  FROM user   WHERE  logic=0 AND phone = '15256781234'
1564061002652|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user       set password = ? where phone = ?|update           user       set password = '84f9f84b7c50378b90b22ff70be205de10a5306a0190b88877110e4cf9684424' where phone = '15256781234'
1564061035491|94|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user_message                set nick_name = ?          where id = ?|update           user_message                set nick_name = 'www'          where id = 1
1564061052693|173|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user_message                set email = ?          where id = ?|update           user_message                set email = '123456@qq.com'          where id = 1
1564061063059|14|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user_message                set email = ?                                           nick_name = ?          where id = ?|update           user_message                set email = 'aaaaa@qq.com'                                           nick_name = 'yyy'          where id = 1
1564061230231|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564061237834|88|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user_message                set email = ?,                                           nick_name = ?          where id = ?|update           user_message                set email = 'aaaaa@qq.com',                                           nick_name = 'yyy'          where id = 1
1564061405004|217|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user       set phone = ? where id = ?|update           user       set phone = '15222222222' where id = 1
1564061423099|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and id = ?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and id = 1
1564061457474|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564061462839|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and u.id = ?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and u.id = 1
1564061467291|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and u.id = ?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id and u.id = 5
1564061481865|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061495021|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061502938|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061519979|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|update           user_message       set logic = ? where id = ?|update           user_message       set logic = 1 where id = 5
1564061520022|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|UPDATE user SET logic=1   WHERE  logic=0 AND id = ?|UPDATE user SET logic=1   WHERE  logic=0 AND id = 5
1564061520138|114|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT||
1564061535476|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061578328|8|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task_cron   WHERE  logic=0 AND task_id = 1
1564061579095|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564061598483|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT COUNT(1) FROM task_cron|SELECT COUNT(1) FROM task_cron
1564061598488|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select           task_id, task_name, task_description, task_cron       from           task_cron LIMIT ?,?|select           task_id, task_name, task_description, task_cron       from           task_cron LIMIT 0,10
1564061674537|9|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564061682076|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061684798|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061685976|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061686388|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061687008|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id
1564061737202|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564061743644|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id
1564061743650|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT ?,?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT 0,10
1564061749252|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id
1564061749254|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT ?,?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT 430,10
1564061753173|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id|SELECT COUNT(1) FROM user u, user_message m WHERE u.id = m.id
1564061753177|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT ?,?|select u.id, u.phone, m.email, m.nick_name from user u, user_message m where u.id = m.id LIMIT 10,10
1564120199371|17|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120293993|17|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120351224|28|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120490528|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120549533|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120653092|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120726911|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select id, password, salt from           user       where phone = ?|select id, password, salt from           user       where phone = '15222222222'
1564120775296|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
